FromWho,Token,StartTime,ElapsedTime
command,"",1399293624.3535445,6.7664e-05
direct-client,90153b82a489232f33795d6d3b0c1ad2,1399293624.474965,78.936119591
command,"",1399293703.434147,6.3767e-05
command,"",1399293782.5184667,0.000117621
direct-client,6853d51b744fa257b3fdf958475d2853,1399293703.5552893,78.963731905
command,"",1399293785.5243313,0.000104941
direct-client,9ab227f39a109a9363a4b07da3ee7364,1399293785.647255,78.925495544
command,"",1399293864.6077447,7.7441e-05
direct-client,55412128a0817a1b01ecd77d0378151c,1399293864.7300894,78.963228841
command,"",1399293943.6937766,0.000209326
direct-client,c8b34f278b7b6061aaa749874e8e7964,1399293943.8162472,78.919356012
command,"",1399294022.7737086,9.6026e-05
command,"",1399294101.8608143,0.00011059
direct-client,bca89d85b96e2cd6dc2a3baf0dabab74,1399294022.8966467,78.96909436
command,"",1399294104.870341,7.8754e-05
command,"",1399294183.9612234,8.9562e-05
direct-client,b6f99d110190f3e56b224040aa126a69,1399294104.995,78.966918387
command,"",1399294186.9663281,6.4066e-05
client,a9609149fd2e49aa23cbc7a635b166b2,1399294187.2092023,0.113140215
command,"",1399294237.7894711,0.000223409
command,"",1399294248.617131,0.000353629
command,"",1399294260.8012316,8.2556e-05
command,"",1399294274.4741066,7.911e-05
command,"",1399294279.470788,0.000118436
gateway,a9609149fd2e49aa23cbc7a635b166b2,1399294187.331353,92.223273252
command,"",1399294282.4757333,6.6659e-05
client,5f5062316b3483e3d5e66fab836de2db,1399294282.604182,0.109395494
command,"",1399294333.2194412,7.961e-05
command,"",1399294344.021558,7.973e-05
command,"",1399294356.3102436,9.449e-05
command,"",1399294370.0926042,7.5743e-05
command,"",1399294374.8458376,0.000111721
gateway,5f5062316b3483e3d5e66fab836de2db,1399294282.718465,92.21140142
command,"",1399294377.8504438,0.000130163
client,9bc098b07db39c9d0189340f2c2bfcf7,1399294377.975887,0.110049995
command,"",1399294428.7120378,8.3111e-05
command,"",1399294439.664102,8.8294e-05
command,"",1399294452.0404682,8.5115e-05
command,"",1399294466.1130793,7.8036e-05
command,"",1399294470.2356548,9.9676e-05
gateway,9bc098b07db39c9d0189340f2c2bfcf7,1399294378.090611,92.261756582
command,"",1399294473.240236,6.9007e-05
client,56be6bd821f0f923617ef9843f9e9ee8,1399294473.3709018,0.109209263
command,"",1399294524.505651,0.000114911
command,"",1399294535.464649,0.000106615
command,"",1399294547.811307,9.7263e-05
command,"",1399294561.7873523,0.000128515
command,"",1399294565.6114032,8.1112e-05
gateway,56be6bd821f0f923617ef9843f9e9ee8,1399294473.4861343,92.245929657
command,"",1399294568.6163661,7.2541e-05
client,fcc60a0753c574896de0add0c56f0bda,1399294568.7421556,0.111306539
command,"",1399294619.3828914,8.1368e-05
command,"",1399294630.1591327,8.7148e-05
command,"",1399294642.341332,8.6258e-05
command,"",1399294656.0797925,0.0001363
command,"",1399294661.0008864,0.000185638
gateway,fcc60a0753c574896de0add0c56f0bda,1399294568.8609169,92.257808265
command,"",1399294664.0055482,6.3703e-05
client,dd058d4bab9322c93e57db44aac609fd,1399294664.1345732,0.110265594
command,"",1399294714.7682693,8.3944e-05
command,"",1399294725.5640707,9.3808e-05
command,"",1399294737.8314826,8.273e-05
command,"",1399294751.8165731,8.2813e-05
command,"",1399294756.412865,0.000136064
gateway,dd058d4bab9322c93e57db44aac609fd,1399294664.2524502,92.208527337
command,"",1399294759.4179993,6.5235e-05
client,3fbc8ca14e95ff25b6eac532cca396e7,1399294759.5440624,0.108513535
command,"",1399294810.1253054,8.1459e-05
command,"",1399294820.8846815,8.2585e-05
command,"",1399294833.1124928,9.0213e-05
command,"",1399294846.9203627,8.709e-05
command,"",1399294851.841841,0.000135011
gateway,3fbc8ca14e95ff25b6eac532cca396e7,1399294759.6568189,92.230757407
command,"",1399294854.8466012,6.2826e-05
client,30f2849e398e19af99fafdc201215e20,1399294854.974084,0.109024097
command,"",1399294905.5184815,9.2203e-05
command,"",1399294917.3568275,9.1034e-05
command,"",1399294929.7018144,8.3048e-05
command,"",1399294943.6034632,8.0736e-05
command,"",1399294947.260867,0.000155198
gateway,30f2849e398e19af99fafdc201215e20,1399294855.0938792,92.212856531
command,"",1399294950.2658587,6.6248e-05
client,c705779c52a2472b90f7beb6b9f9471a,1399294950.3920527,0.112377439
command,"",1399295000.9690146,0.000172874
command,"",1399295011.6799269,9.9436e-05
command,"",1399295023.8670506,0.000108517
command,"",1399295037.515627,8.5535e-05
command,"",1399295042.652865,0.004983655
gateway,c705779c52a2472b90f7beb6b9f9471a,1399294950.5091872,92.334005596
command,"",1399295045.6586215,6.7939e-05
client,b675a3b71003813dfbd43280beb3256d,1399295045.78615,0.107764011
command,"",1399295096.4410174,0.000104988
command,"",1399295107.1713555,8.551e-05
command,"",1399295119.51981,8.7711e-05
command,"",1399295133.3233144,8.5331e-05
command,"",1399295138.0420468,0.000119361
gateway,b675a3b71003813dfbd43280beb3256d,1399295045.8988483,92.261763924
command,"",1399295141.0468981,6.4824e-05
command,"",1399295233.2942107,9.0288e-05
direct-client,e7b7aab04b2948f7f6475dd61bad7352,1399295141.1741145,92.120697319
command,"",1399295236.2998044,6.1464e-05
direct-client,e9937d6762424127a8a883c4954b5242,1399295236.4250906,92.09381151
command,"",1399295328.540253,7.929e-05
direct-client,da98cf6d6fbc1f46fc410acb386cf421,1399295328.6660058,92.113998083
command,"",1399295420.7807958,0.000241536
command,"",1399295513.0332017,9.2844e-05
direct-client,94bd783efe8d22bbeaafd725cca0f887,1399295420.9064503,92.127402939
command,"",1399295516.0383093,6.8239e-05
direct-client,c40c2aeb03c3b579608e5ecb1f27bb98,1399295516.1665897,92.07677729
command,"",1399295608.282691,7.2279e-05
command,"",1399295700.5286512,9.1477e-05
direct-client,2f90a39953cec4653e849ba04b27ced1,1399295608.4072282,92.122175694
command,"",1399295703.5335832,6.5748e-05
command,"",1399295795.777838,8.7136e-05
direct-client,10b8fc03214522f762ccdd3885bb3c3d,1399295703.6570702,92.121300467
command,"",1399295798.783797,7.6018e-05
direct-client,75882cafc53d6636abc168d451373920,1399295798.9083552,92.126763189
command,"",1399295891.035466,8.8807e-05
direct-client,d9f4cf401d6d772e335054ddfca82922,1399295891.1605084,92.108779772
command,"",1399295983.2763147,7.0674e-05
command,"",1399296075.5189226,0.000117832
direct-client,d081d0a5606f40a4518d933edb2bb2c0,1399295983.4012716,92.183975803
command,"",1399296078.524293,6.8165e-05
client,c177df2bd5dfb9e3fcf87b2c24e350e3,1399296078.8122046,0.129707934
command,"",1399296137.2470737,0.000107027
command,"",1399296149.143665,8.4273e-05
command,"",1399296162.4757218,9.0643e-05
command,"",1399296177.599506,9.1813e-05
command,"",1399296184.2469807,0.00026128
gateway,c177df2bd5dfb9e3fcf87b2c24e350e3,1399296078.953147,105.423036771
command,"",1399296187.2519157,6.8621e-05
client,b7bd997185a93465663470a27fe7b509,1399296187.3781307,0.126287297
command,"",1399296245.0796037,8.5196e-05
command,"",1399296256.8298984,0.000100971
command,"",1399296270.06024,9.0192e-05
command,"",1399296284.9777217,0.000160258
command,"",1399296292.8157382,0.000118406
gateway,b7bd997185a93465663470a27fe7b509,1399296187.510355,105.432980607
command,"",1399296295.8205762,0.000134159
client,7780248e93d8c8d88175fcb384b9455a,1399296295.95089,0.122146496
command,"",1399296354.3137863,9.6062e-05
command,"",1399296366.269076,9.0917e-05
command,"",1399296379.7497742,9.3961e-05
command,"",1399296394.8775704,9.292e-05
command,"",1399296401.3772023,0.00049041
gateway,7780248e93d8c8d88175fcb384b9455a,1399296296.081748,105.425213863
command,"",1399296404.382648,6.8083e-05
client,fe0ce27768c96d4aea26d74bc89c1128,1399296404.507655,0.125623675
command,"",1399296462.2710457,9.8289e-05
command,"",1399296474.024963,0.000290581
command,"",1399296487.2578049,8.7102e-05
command,"",1399296502.2080228,9.5058e-05
command,"",1399296509.9297,0.000116041
gateway,fe0ce27768c96d4aea26d74bc89c1128,1399296404.6390762,105.386259564
command,"",1399296512.9345188,0.000101365
client,154b9b06cb13a8a50fce8a3708485722,1399296513.0583088,0.126642068
command,"",1399296571.9360902,9.1489e-05
command,"",1399296583.9665277,0.000119025
command,"",1399296597.3415117,9.4873e-05
command,"",1399296612.567877,8.9792e-05
command,"",1399296618.5048742,0.00012178
gateway,154b9b06cb13a8a50fce8a3708485722,1399296513.1950483,105.368063107
command,"",1399296621.5095081,7.1592e-05
client,b15d1b6944d9440ce08fc661c3710b7b,1399296621.6383557,0.125897795
command,"",1399296680.7378314,9.4346e-05
command,"",1399296692.6749642,9.2068e-05
command,"",1399296706.2607987,0.000178641
command,"",1399296721.468068,8.7901e-05
command,"",1399296727.080168,0.000137527
gateway,b15d1b6944d9440ce08fc661c3710b7b,1399296621.7692888,105.401429382
command,"",1399296730.0851521,7.1152e-05
client,195f87af28dae0408f7d710aac1ef2fc,1399296730.2119563,0.127686896
command,"",1399296788.7305663,0.000126087
command,"",1399296800.5918708,8.5396e-05
command,"",1399296814.0834546,7.7417e-05
command,"",1399296829.2891903,9.2998e-05
command,"",1399296835.6416264,8.4825e-05
gateway,195f87af28dae0408f7d710aac1ef2fc,1399296730.3444707,105.436541455
command,"",1399296838.64646,6.6795e-05
client,e97e66e21a4816d9cda92300c9fff36e,1399296838.771409,0.125856945
command,"",1399296897.3747344,8.8996e-05
command,"",1399296909.2270818,9.4611e-05
command,"",1399296922.5948558,9.0743e-05
command,"",1399296937.7743716,0.000108262
command,"",1399296944.2048035,0.000110654
gateway,e97e66e21a4816d9cda92300c9fff36e,1399296838.9024148,105.398726683
command,"",1399296947.2096007,7.4354e-05
client,143665725d26566cfc1c43480cfc3440,1399296947.3360128,0.127191714
command,"",1399297005.1122973,9.0784e-05
command,"",1399297016.8851597,8.2568e-05
command,"",1399297030.2245092,0.000118317
command,"",1399297045.2702796,0.00010118
command,"",1399297052.7558942,0.000118247
gateway,143665725d26566cfc1c43480cfc3440,1399296947.469355,105.400527667
command,"",1399297055.7607253,7.5365e-05
client,02b3f4343445bee90b36488a6c16c266,1399297055.8903546,0.12396302
command,"",1399297114.6281095,8.8477e-05
command,"",1399297126.4876716,0.000106794
command,"",1399297139.8040302,8.7646e-05
command,"",1399297154.9213874,7.6504e-05
command,"",1399297161.338254,0.000128054
gateway,02b3f4343445bee90b36488a6c16c266,1399297056.0263603,105.404175515
command,"",1399297164.343129,6.6553e-05
direct-client,a5aa0de58eec0be7312fa05718be8374,1399297164.4676435,105.282244637
command,"",1399297269.7504761,9.9794e-05
direct-client,528188abc07d75edbf3878d3d5b66f5d,1399297269.8754978,105.286602886
command,"",1399297375.1625628,9.5391e-05
direct-client,2f8064a3ce0392044f61186eb416bc48,1399297375.2852263,105.253598603
command,"",1399297480.5593834,6.3527e-05
direct-client,29a6dd1f911bea9fb17d22a5f2eb8098,1399297480.6839893,105.285915794
command,"",1399297585.9704807,9.0249e-05
direct-client,5bb0a57b83fc9d9f4e7c8a3f34246f83,1399297586.0943658,105.270002842
command,"",1399297691.369657,6.8607e-05
direct-client,efe1610ee4904441b0177e77fe332aad,1399297691.4959543,105.237916664
command,"",1399297796.7721622,7.4083e-05
command,"",1399297902.1856644,9.7852e-05
direct-client,57760ab2221414dd45be45c2e1c3aa65,1399297796.8959541,105.29026172
command,"",1399297905.191727,6.1692e-05
direct-client,6c10658e9a8e12a18c0645ee094c3d89,1399297905.317367,105.284980696
command,"",1399298010.6030505,8.2691e-05
direct-client,b9f35ed752d6f66b2aacb4deb6f1dbf9,1399298010.7271025,105.238504245
command,"",1399298116.004161,7.1182e-05
direct-client,df567fcd01763208b4335b8cb473c277,1399298116.1301365,105.275075888
command,"",1399298221.4058907,9.2026e-05
client,2eb338e18eb4eea8441947d0c2c896fa,1399298221.684081,0.143398377
command,"",1399298287.4550447,0.000139196
command,"",1399298300.2892396,9.022e-05
command,"",1399298314.6814313,8.2262e-05
command,"",1399298330.888515,9.4557e-05
command,"",1399298340.2859511,0.00012124
gateway,2eb338e18eb4eea8441947d0c2c896fa,1399298221.843765,118.592586913
command,"",1399298343.290981,6.5842e-05
client,37177acf306537d6ab32877c0b0fafdc,1399298343.4200497,0.143425778
command,"",1399298408.3407373,0.00017997
command,"",1399298421.0478034,9.675e-05
command,"",1399298435.3090189,0.000269679
command,"",1399298451.5431204,0.000102427
command,"",1399298462.024892,0.000127388
gateway,37177acf306537d6ab32877c0b0fafdc,1399298343.573735,118.592664548
command,"",1399298465.0296888,6.3559e-05
client,91b1c50991c9caba0d5241c1183ea71f,1399298465.160022,0.142068264
command,"",1399298530.249258,8.2989e-05
command,"",1399298542.9560559,9.8367e-05
command,"",1399298557.210107,8.8228e-05
command,"",1399298573.3217938,9.5942e-05
command,"",1399298583.7669697,8.7992e-05
gateway,91b1c50991c9caba0d5241c1183ea71f,1399298465.3073828,118.610208621
command,"",1399298586.7722692,6.5831e-05
client,f6ddca8caa4ee7764f5515d81b4b4290,1399298586.9000387,0.139542848
command,"",1399298652.6271915,9.8573e-05
command,"",1399298665.5210595,8.8257e-05
command,"",1399298680.0172563,0.000148536
command,"",1399298696.448765,0.000137818
command,"",1399298705.499558,0.000110491
gateway,f6ddca8caa4ee7764f5515d81b4b4290,1399298587.044824,118.587656436
command,"",1399298708.5046031,6.9725e-05
client,1bc0a6078a208ed871af5288c941facf,1399298708.6349964,0.141042748
command,"",1399298773.8892918,8.7863e-05
command,"",1399298786.7157707,8.3305e-05
command,"",1399298801.3144033,0.000224792
command,"",1399298817.791871,0.000187222
command,"",1399298827.2367527,0.000955609
gateway,1bc0a6078a208ed871af5288c941facf,1399298708.7812018,118.602408272
command,"",1399298830.2428274,6.3715e-05
client,6d884f812f538e3a16edbc4be949de65,1399298830.3751066,0.139926674
command,"",1399298895.9674618,8.0337e-05
command,"",1399298908.5619123,0.000145821
command,"",1399298922.7910886,8.6103e-05
command,"",1399298938.9397178,9.1834e-05
command,"",1399298948.9817197,0.007174751
gateway,6d884f812f538e3a16edbc4be949de65,1399298830.5229254,118.612994167
command,"",1399298951.987392,6.2612e-05
client,92a4bc7fd4cc3e7e544bdb056497a42a,1399298952.1155882,0.138867159
command,"",1399299018.0261817,8.933e-05
command,"",1399299030.8235826,8.9563e-05
command,"",1399299045.3400502,9.2442e-05
command,"",1399299061.7561548,9.1715e-05
command,"",1399299070.7119062,0.006464966
gateway,92a4bc7fd4cc3e7e544bdb056497a42a,1399298952.2598667,118.609595104
command,"",1399299073.7175102,7.1837e-05
client,5ebd04ba1db314799806155f5891e5be,1399299073.8503625,0.141793174
command,"",1399299139.4135067,0.000101845
command,"",1399299152.3113515,8.4622e-05
command,"",1399299167.0576146,0.000105612
command,"",1399299183.5779393,8.3003e-05
command,"",1399299192.456868,0.008087327
gateway,5ebd04ba1db314799806155f5891e5be,1399299073.9966407,118.576689876
command,"",1399299195.4626536,6.6488e-05
client,6fb99b617e43e854209a8ad0afe2b0eb,1399299195.5919225,0.141014533
command,"",1399299260.9324875,9.0583e-05
command,"",1399299273.7636738,8.0317e-05
command,"",1399299288.1856685,0.000105303
command,"",1399299304.438561,7.802e-05
command,"",1399299314.1828496,9.1086e-05
gateway,6fb99b617e43e854209a8ad0afe2b0eb,1399299195.737731,118.599286473
command,"",1399299317.189297,6.5902e-05
client,fe5e36ffec27401bedb1de0345397dbe,1399299317.3240535,0.142964937
command,"",1399299382.4756086,8.2844e-05
command,"",1399299395.1584897,7.977e-05
command,"",1399299409.6292048,8.3139e-05
command,"",1399299426.071657,7.9103e-05
command,"",1399299435.9251015,7.7077e-05
gateway,fe5e36ffec27401bedb1de0345397dbe,1399299317.4823334,118.596485542
command,"",1399299438.9324927,7.2853e-05
command,"",1399299557.5052965,8.5591e-05
direct-client,494b6d35aa86f10ab7da0bafdde04e2d,1399299439.0592291,118.446600483
command,"",1399299560.5109916,5.8838e-05
command,"",1399299679.0853894,8.9212e-05
direct-client,450163cfefba8e94e65aea3afee41039,1399299560.639175,118.446821397
command,"",1399299682.091401,6.445e-05
direct-client,66267a4f613ae298f974c0cdf3c0b80a,1399299682.217998,118.429706128
command,"",1399299800.651841,6.0049e-05
direct-client,9a73d0bedb30be2f4a06669b99d878c9,1399299800.7773442,118.408452966
command,"",1399299919.2075927,6.2749e-05
command,"",1399300037.7833734,9.0443e-05
direct-client,4ec92771a569ad262f5b385ec11e6952,1399299919.3357365,118.448388709
command,"",1399300040.7894328,6.0932e-05
direct-client,81b59d0bb25b8f96a34ab574cd079796,1399300040.91937,118.440706033
command,"",1399300159.3606317,0.000210425
direct-client,f017fc4a38dc28cd978d475bce884f3c,1399300159.4891198,118.405633007
command,"",1399300277.9237592,6.4129e-05
direct-client,bc67b200428fc2f286dbf6ab0e9ea579,1399300278.0511584,118.418018275
command,"",1399300396.487201,7.0481e-05
direct-client,6cad31a7a68a03ef4adce21a68d13b56,1399300396.6167336,118.434372696
command,"",1399300515.051796,9.4522e-05
direct-client,62326db9517fd7584d52c707de50180b,1399300515.178384,118.443815255
command,"",1399300633.622695,8.7333e-05
client,dd7550ef519d7e665cb5dd194dbb92da,1399300633.9420812,0.159067112
command,"",1399300706.4881554,8.2316e-05
command,"",1399300719.9691734,8.4481e-05
command,"",1399300735.1750069,9.6352e-05
command,"",1399300752.3004274,9.348e-05
command,"",1399300765.8568969,0.00021184
gateway,dd7550ef519d7e665cb5dd194dbb92da,1399300634.10692,131.838524949
command,"",1399300768.8953276,7.1302e-05
client,a5b9e7807869e385d3d83792ca8d2ca6,1399300769.0300856,0.161875132
command,"",1399300841.552555,9.6579e-05
command,"",1399300854.7529569,0.000255144
command,"",1399300869.7526653,8.8529e-05
command,"",1399300886.5995045,8.4355e-05
command,"",1399300901.0131114,7.6277e-05
gateway,a5b9e7807869e385d3d83792ca8d2ca6,1399300769.1998227,131.952921016
command,"",1399300904.026898,9.1037e-05
client,70520447fb697c73b99f3f7a9f5f21d1,1399300904.1595159,0.158853054
command,"",1399300976.9459362,0.000146649
command,"",1399300990.1955497,8.7928e-05
command,"",1399301005.2432983,8.0497e-05
command,"",1399301022.3321586,8.2916e-05
command,"",1399301036.15013,0.000130965
gateway,70520447fb697c73b99f3f7a9f5f21d1,1399300904.3251114,131.998076492
command,"",1399301039.1551487,6.9503e-05
client,fb85a478715b2a0dad464091a63b2799,1399301039.2851777,0.158273282
command,"",1399301111.9013581,9.3054e-05
command,"",1399301125.4654796,8.1499e-05
command,"",1399301140.8373387,8.4526e-05
command,"",1399301158.1859798,8.4794e-05
command,"",1399301171.0888727,0.000119654
gateway,fb85a478715b2a0dad464091a63b2799,1399301039.4498456,131.743450538
command,"",1399301174.0938346,6.388e-05
client,f6ddd860c2a6273b6422243d8832ffa0,1399301174.227032,0.157673215
command,"",1399301246.8804555,9.4926e-05
command,"",1399301260.4377027,8.3083e-05
command,"",1399301275.8066533,8.6623e-05
command,"",1399301293.2282598,9.1771e-05
command,"",1399301306.012862,0.000473754
gateway,f6ddd860c2a6273b6422243d8832ffa0,1399301174.4038486,131.7737854
command,"",1399301309.0180633,0.000142245
client,9667ba364aa3c7942daafcb4b36e2668,1399301309.150414,0.155936091
command,"",1399301381.880647,0.000128899
command,"",1399301395.7147613,0.000109633
command,"",1399301411.3238974,9.2089e-05
command,"",1399301429.1026185,9.2718e-05
command,"",1399301440.9322584,0.008683957
gateway,9667ba364aa3c7942daafcb4b36e2668,1399301309.311948,131.789372675
command,"",1399301443.938255,8.8849e-05
client,0a0afdc2ca344c80f9484a520acbae77,1399301444.070585,0.15994634
command,"",1399301518.5144265,0.000153632
command,"",1399301532.5211098,0.000279161
command,"",1399301548.243669,8.8877e-05
command,"",1399301565.932784,0.000161948
command,"",1399301575.8330033,0.00788396
gateway,0a0afdc2ca344c80f9484a520acbae77,1399301444.235351,131.759551393
command,"",1399301578.8384883,0.000179944
client,83b8c3ee8e77debbb6acb687c11d7f55,1399301578.9688134,0.157228941
command,"",1399301651.6722584,8.5428e-05
command,"",1399301664.769287,7.9264e-05
command,"",1399301679.4934947,9.1888e-05
command,"",1399301696.1821077,8.6614e-05
command,"",1399301710.7855902,7.8378e-05
gateway,83b8c3ee8e77debbb6acb687c11d7f55,1399301579.1308897,131.805276294
command,"",1399301713.7899902,6.8173e-05
client,92093e0f2342df41927b0e11df8056f1,1399301713.9200308,0.15515301
command,"",1399301786.7085712,9.0018e-05
command,"",1399301800.4821098,0.000151827
command,"",1399301816.103168,8.3859e-05
command,"",1399301833.6873145,8.7702e-05
command,"",1399301845.778469,0.000118739
gateway,92093e0f2342df41927b0e11df8056f1,1399301714.0865448,131.835409675
command,"",1399301848.7833154,7.6937e-05
client,5a501f622a6692ce39491fbedda32f5a,1399301848.9171722,0.157649431
command,"",1399301923.3698483,9.7422e-05
command,"",1399301937.1840024,8.8722e-05
command,"",1399301952.9070344,9.7476e-05
command,"",1399301970.59451,0.000186841
command,"",1399301980.722067,0.000216631
gateway,5a501f622a6692ce39491fbedda32f5a,1399301849.0793955,131.812188576
command,"",1399301983.7270334,6.9598e-05
direct-client,3e08749963787802bda87ade16177b04,1399301983.8576179,131.589741369
command,"",1399302115.453209,6.1247e-05
direct-client,9bcd4085cb88822653031702e5d6b710,1399302115.581747,131.603660987
command,"",1399302247.1862032,0.000100377
direct-client,526c1f6df24013695cfb217a08b97e84,1399302247.3141227,131.598928699
command,"",1399302378.9137855,8.1263e-05
direct-client,cf072c79b3ceb165d00ac6ca603a4368,1399302379.0423222,131.605351258
command,"",1399302510.6481895,9.9554e-05
direct-client,a838181ac78049d560945e1ed1af2e7e,1399302510.7796736,131.569276698
command,"",1399302642.3764923,5.8405e-05
direct-client,8dad1ceaa8241d6b98c5b50df4e55601,1399302642.5061424,131.583692455
command,"",1399302774.1013503,6.0692e-05
direct-client,cb05dd3da2d522bcd5be560aa14ad602,1399302774.229966,131.603114941
command,"",1399302905.8340023,9.8349e-05
direct-client,d9abd1ed80fc3e3e850b5f16d8532a78,1399302905.9618895,131.591214911
command,"",1399303037.5545862,6.1426e-05
direct-client,cf4a1ad820f6d13d9bcac235c373f924,1399303037.6822014,131.609470139
command,"",1399303169.2921805,0.000183728
direct-client,c13448b37f15733470411f7ee38946a6,1399303169.4206214,131.60011363
command,"",1399303301.021603,0.000202276
client,ddf2177230106b9acb8fde93af7462ba,1399303301.3377416,0.173531054
command,"",1399303383.4042606,9.1865e-05
